Text,Target
नमस्कार रवि सर् ️आज बल्ल 24 न्युज च्यानल हेर्न पाईयो सलाम रवि सर ।,0
518 नं 1 चोर दिल निसानी लेडे ।,2
नं 2 खाते किशोर श्रेष्ठ ।,2
नं 3 बाँदर मुकुन्दे ।,1
मेयर की मरे स्याल ।,1
आज अतिनै खुशी लाग्यो हजुर आवज 24 निउज हेर्दा खुसी सिमना रहेछन् रबि भाई हजुर धन्यबाद् ।,0
दलाल हरु हेर रबि power कति रबि पछी पर्छौ टाईम आझै काम लाग हरु दीन सकियो जनता जागी सके रबि फर्की सके ।,1
सच्चा नेपाली मन रबि दाइ अबा पालो प्रधानमन्त्री शुभकामना धन्यवाद ।,0
कार्यक्रम हेर्न पाउदा दशै लाग्छ रवि सर ।,0
अमेरिकी सुख सुबिदा पासपोर्ट हाम्रो त्याग्नु भयो हामी कैलेई भुल्नु हुदैन हाम्रो सपोर्ट सदै रहि रने रबि दाइ ।,0
रबि दाइ घटना हरु सुनाउनु भो दुख सारै लाग्यो देस प्रधानमन्त्री नभैइ समस्या समाधान हुदैन ।,0
येस्तै उच्च आत्मबिस् वस सदै देख्न पाइयोस ।,0
"392 dislikes must be fan of खेम गुल्ले भन्डारी , ठिस मुकुन्दे एन्ड दिल ठिसानी मगर 🤣🤣🤣 ।",1
दिन कार्यक्रम हेर्न पाउदा ज्यादै खुशी लाग्यो धन्यवाद !,0
अनेकौ प्रयास ब्वासो मुख बाट छुटाएर ल्यायौ रबि सर ।,1
हाम्रो आवाज बनेर फेरि रबि सर कार्यक्रम देख्न याउदा ज्यादै खुशी ।,0
"भिडियो हेरहोई रबि अन्धभक्ता भेडा पार्टि झोले महा भेढा हरु , हामि रबि खुबि सलाम ठोक्छु , ✊✊ ।",2
"रवि दाई पृथ्वी सतह , तिन करोड नेपाली ozone layer किशोर श्रेष्ठ , इसा श्रेष्ठ , online khaber जस्ता हरु : cfcs ( chlorofluorocarbons ) बुझ्ने like ठोक्नु ।",0
हामी जनता रबी लामिछाने sir देश pm हुनुपर्छ ☑️❤️ ।,0
"रबि दाई हजुर मिनेट भनाई जिउ कडा शरिर रौ ठाडा भयो , हजुर सलाम ।",0
प्रतीक्षा फल मिठो भन्छन i love you rabi lamichhane विश्वास तोडन मृत्यु हुनु प्रछ ।,0
शिर झुकाउछौ तपाइ झुक्न दिन्छौ ... .. सल्युट ।,0
खुसि लाग्यो सर अघि बड्दै जानुस् जनता हजुर ।,0
थुक्क दिप नारयण रिजाल ।,1
तँ मानव्ता मरिसके रहेछ ।,1
तँ कुकुर तल्लो स्तर मानिस होस ।,2
"नायक फिल्म बलीउड बनायो रियल नायक नेपाल जन्माए , बिश्वास १ दिन नायक फिल्म सशक्त शासन् रवि लामिछाने हुनेछ ।",0
कार्यक्रम पछी दासै आ लाग्छ ।,0
"केहि नेपाल , नया यूग सुरूवात भैसके झै लाग्या ।",0
सम्ब्रिद्धि हाम्रै पाला सम्भब रवि प्रधान मंत्री ।,0
आज बल्ल बल्ल मन शान्ति छायो ।,0
शुभकामना निरन्तर पाइला नपरी अगाडि बर्दै जानू होल न्याय पछे मा. ... ।,0
हाल नेपाल राजनीति यस्ता शोसक व्यक्ति हरु गर्दा हिजो माओवादी जन्मियो आज विप्लव जन्मिए भोलि जन्मन बाध्य हुन्छन् ।,1
धन्यवाद आदरणीय रवि दाजु ।,0
डिसलाईक हरु गधा हरु नेता गोठाला हरु आजै मर साले हरु खबर डिसलाईक गर्छन् चोर हरु ।,2
दिपनारायण मेयर बोल्ने तरिका चाही भयेन ... भा मेयर ... थुक्क जिन्दगी ... ... ।,1
रियल हिरो तपाईं मै कसैलाइ देखेन देश ।,0
दिन पछी सिदाकुरा जनता सँग रबि दाई बोली सुन्न पाईयो दिन मौलाय भष्टचारि हरु फेरि ओईलाउने दिन ।,0
सब्द सब्द कति गहन व्हा व्हा ।,0
मन भित्रै बाट निस्के आवज सलाम ।,0
12 दिन आउदा 12 बर्ष लाग्यो चाइ पैले गरिब दुखी पिडा मलम लाउदै जानुहोस हाम्रो सपोट समर्थन रहनेछ रबि दाइ ।,0
रबि सर पछाडी लाग्ने झोले पत्रकार हरु खोजीखोजी कार्बाही ।,2
तपाईं हाे जनताकाे सच्चा नायक ।,0
ढाट्नू है रबि दादा आज ठाउँ देख्दा खुसी आँसु झार्नु भयो ।,0
डिस्लाइक हरु हेर्न मिल्दैन रछन देस द्रोही हरु हेर्न मन ।,1
"दिपक बोहरा ज्यु धन्यवाद दिन चाहान्छु , दु : खद रबि ज्यु दिनु ।",0
538 ओटा दलाल भस्टाचारी आएछन आज कारेकरम सूरू हुदॉ छटपटाइ छन ।,1
जय देश जय रबि दाइ ।,0
अघाए मानिस भोको मानिस पिडा बुझ्दैन - रबि लामिछाने ।,1
रबी सर सुरक्छ्या कर्मी जरुरत चाहीनछ यता हाजीर गरूम है i ’ m proud of you rabi sir ।,0
सेर सेर जति दिन पिन्जडा थुन्छन उतिनै खुङ्खार भयर निस्कन्छ जय रबि सर ।,0
सारै खुसी लाग्यो दाजु programme हेर्न पाउँदा ।,0
शालिकराम पुडासैनी हत्या किशोर श्रेस्ठ हात भनी ठोकुवा ।,1
"नवदुर्गामाता हरु न्यायिक , तार्किक धार्मिक शक्ति वृद्धि सधैं आशीर्वाद प्रदान गरून् ।",0
फेरि भन्न चाहान्छु हाम्रो रवि हाम्रो देश प्राण प्यारो ।,0
रवि एउटा व्याक्ति होइन सिङ्गो नेपाली आशा धरोहर ।,0
3 करोड जनता असली भगवान् रबि लामिछाने रबि आउ देश बचाउ ।,0
दिन हाम्रो रबि दाजु नेपाल प्रधानमन्त्री बनाउनु जति यता हाजिर हुम साथी हरु ️ ️ ️ ।,0
आवाजबिहिन गरिब दुखी आपत बिपत्ति पर्ने अनि हामी जस्ता लाखौ फ्यान हरु लागिआज फेरि दशै तिहार आएझै लागेकोछ ।,0
दिपक बोहोरा दादालाइ धन्यवाद चाहान्छु अप्ठ्यारो परिथिति रवि दादालाइ हेल्प रवि दादालाइ ।,0
निलो कोते kp pet animal ।,1
राजेश जि फ्यान भइयो यार ।,0
yo नेकपा नेता सुन्दा ओलि भतुवा झोले रहेछ ।,2
थुक् एमाले गोठालो यस्ता मुला जड्या दलाली डलरे गोठाला बोल्ने तरिका तेरो यस्ता मुलालाइ नेता चाहिँ कस् बनायो ठिक ठिक बेठिक बेठिल भन्न नसक्ने कुपुत्र हरु किना गर्छौ राजनिती बोरु इशाइ धोती धोयर बस्न यार ।,2
राजेस्वार भाइ धन्यवाद सहि मीठो आवाज ।,1
पिएचडी वाला सुन्ने मान्छे पागल हुनेछ ।,1
ठेट्ना हरु तर्क चर्को बोलेर जित्ने पक्ष छ्न् ।,0
छि छि छि पुन्यप्रसाद पागल रहेछ bahula nai rahexa .. kanparo tatyo .. ।,1
तेरो phd भुत्रो छाड्यो ।,2
भतुवा नेता देश विकास ?,1
केपि कुन चै भातेहो केपि गुन गाउने ।,1
छि छि छि नेकपा नेता ।,1
पुन्य गौतमे झोले पो रेछ गाठे ।,2
पुन्य दाहाल बिचरा कठै आज तिनै राष्ट्रघाती दलाल हरु गुलामी थालेछ अझ चर्को स्वर पो !,1
नेकपा लाउरे कहाँ कहाँ लगेर बिसयान्तर ।,1
बोल्न आउदो रैछ चुट् टुक् सिके रैछ चेलो ।,1
"आफु phd होल्डर भनि हुंकार केपी नेकपा अंधभक्त झोले नेता जंगली ब्यबहार प्रस्तुति हेर्दा लाग्छ ब्यक्ति सभ्य सभ्यता पाठ सिक्न बाकि रहेछ , मपाइत्व , घमण्ड बुद्धि हार्दिक श्रदांजलि !",2
phd शिक्षा केपि ओलि गुलाम रहेछ ।,1
यस्ता स्टुडियो निम्त्याउनु ठूलो गल्ती ।,1
रातो कोट लगौने सर सैकुरा गरे नेप झोले नेता काम ।,2
रेड्कोटे पागल रहेछ युबा भन्छ खाली नेगेटिभ मात्रै भन्छ बिना तथ्य बिना आधर बोल्दोरहेछ बिना रेकर्ड यस्ता पागललाइ नबोलाए हुन्थो खाति जि मैले ठिक मै मात्रै जान्ने हु भन्दोरहेछ ।,1
रातो कोट लगाउँने सहि बोले ।,0
"निलो कोट लगाउने फटाहा नभए फटाहा रहेछ यस्ता लाइ अन्तर्वार्ता बोलाउनु गल्ति , नेकपा राजनीति शास्त्र पढे phd बेकार , अन्त मत रातो कोट लगाउने लाइ ।",1
गौतम होस् अल्लिकती सीता खाएर गिता गाउँदो रहेछ ।,0
yo nilokote lai सप्ताहा पुरान बसाउ है जान्ने लागो रातो कोटे भाइ ।,0
कमलि जि दिन सेकेन्ड गगन बहस शक्ति ।,0
खुट्टा तान्ने प्रवृत्ती बन्द गर बाहुन ।,1
हरु थुतुनो बेसरी चल्ने अनि व्यवहार घटिया कारण देश परे जगजाहेर ।,1
phd वाला बोल्ने शैली दक्खल प्रश्न तर्क दिन नसक्ने अनि चाकडी चाकडी गरे प्रष्ट ।,1
अर्का युवा तर्क अरे वाह खत्रै दनक दिनु भो २ तिहाई ।,0
यस्ता नेकपा कार्यकर्ता गर्दा पार्टी गनाऊ यस्ता अहीलेनै टीपेर फालाै ।,1
राताे काेट लगाउने भाईकाे सहिछ ।,0
नेकपा प्रती आस्था राख्ने व्यक्ती भएपनी नेकपा नेता अभिव्यक्ती प्रती सहमति जनाउन सकिन !,1
मुजि phd . बाग्मति बगाईदिदा के. पी ओली झोले सुनेर रगत उम्लेर ।,3
राजेस्वर जी सँग तर्क ल्याउने मान्छे होइन जँड्याहा ।,1
phd वाला राजेश्वर ब्रो तर्क तरिका निकै लाग्यो ।,0
पुन्य प्रसाद भुके प्रश्न एका उत्तर अर् कै भातमारा ।,1
राताे काेट लगाउने बुद्धिजीवीकाे जायज हाे ।,0
प्रधानमन्त्री गल्ति गरे कै ।,1
रातो कोट जिन्दावाद निलो‌कोट मुर्दावाद ।,0
phd पुन्य गौतम सारै के. पी गुलामी सिमित रहेछ ।,1
केपी ओलि झोले पुच्छर केपी ओलि गजुर समातेर आज ठुलो ठुलो पो बा ।,1
पागल phd schlor नेकपा नेता रछ ।,2
रातो कोट लाउने दम जाएज ।,0
तेस्काे डिग्री तेहि कुनेताकाे झाेला बाेक्ने कुन चाहिँ नाैलाे काम गरेकाे ?,1
वाक्य पिछ्छे पढाईकाे धाक लाउछ झाेले ।,2
काेरा शिक्षा लामखुट्टे झिङ्गा धपाउने रचनात्मक काम गर्देैन याे प्रमाण यहि भुस्तिग्रे हाे ।,1
स्वतन्त्र हुँ तम्रा बिरुद्द खेद प्रकट नगर्ने दलाल भ्रष्ट ।,1
"स्तर अशिष्ट , असहिष्णु , अहम मैनत्त मान्छे नेता भन्नुपर्दा नेकपा नेताकार्यकर्ता दुख लाग्छ लाग्दैन होला ?",1
लोकतन्त्र नेता नागरिक ( अभियन्ता ) हप्काउने हैन ।,1
"राजेश्वरी दाइ बिचार उत्कृष्ट , पुण्य गौतम सरकारलाइ बोक्न जरुरी ।",0
"याे नेकपा काे झाेले काे पिम कुन पिएचडि गरेकाे साेभनु हाे , साला मिडिया साेर मच्चाए हाे कसताे युबा हाे ।",2
show हेर्दा लाग्या थ्यो p hd हुम् भरमार गाली खानेछ भनेर ।,1
छि छि छि पुन्यप्रसाद पागल रहेछ ।,2
रातो लागाउनी सर कुरो लाग्यो ।,0
कम्युनिष्ट शासन देख्नु भो भातमारा हरु ।,1
पि एच डि जति मान्छे बौदिकता भुस तिघ्रे पो ।,1
बाबुराम पत्रकार पि एच डि धम्की पो ल्गाउछन ।,1
पि डि घुम्टो ओडेर राष्ट्रियता नभए मान्छे काम ।,1
"बौदीक नेता ph. d. गरदै गरेकोरे कती ओली भक्त रहेछन बेठीक भनन नसकने , घनशयाम भुसाल भीम रावल धन्यवाद ग़लत जनता समक्ष राखनु भय ।",1
रातो कोट लाउने सुपर ।,0
केपी झोले रहेछ ।,1
राताे काेट लगाउने सर गरनु भयाे निलाे काेट गाेबर गरेयाे निलाे काेटे छि छि छि ।,0
यत्ती पढेर जान्ने भन्नु बेकार पुन्य जी ।,1
सम्मेलन ग़लत थीयो ग़लत रहने ।,1
खाते साला phd हु भन्छ साला खाते साले phd तेरो चुतिया साला झोले कृस्रन पैसा खायर पढे होलास कुकुर ।,2
नेपाल बाट नेकपा लोप संकेत ।,1
"कस्तो phd : ; ; ; प्रस्न उत्तर दिन नसक्ने मनपरी बोली रहेन्छ , पागल तँ होइन बैजति पिएचडी ।",1
रातो कोर्ट लाउने सहि गरे ।,0
पुण्य गौतम ताइन तुइ कुरो ।,1
"तेरो phd काम , ।",1
सुशील जी प्रश्न सोध्ने शैली उत्कृष्ट ।,0
हजार राजा पाल्नु १ राजा ठिक ।,0
सुशील ज्यु खरो पना सारै सुशिल जी साचै खरो भैदिनुस है नेता भ्र्ष्ट छन कोहि राष्ट्र प्रेमी छन भ्र्ष्ट हरु झ्या हार्नुस है ?,0
कस्तो अरिङगा प्रवृत्ति सरकार प्रस्न गर्नै नहुने ।,1
झोले पाठक ओली प्रचण्ड तलुवा चाटेर झुट ।,1
"दिनदहाडै सफेद झूठ बोल्ने , जनता बेवकूफ ठान्ने ?",1
उत्कृष्ट पत्रकारिता रवि सुशील पर्छन पर्दैनन जनता यिनै उत्कृष्ट ।,0
यस्तै पत्रकार सुशिल सर देश भष्चटार कम सलाम सुशील सर ।,0
जाड़ रकसि खुवायर मतपत्र च्यातेर जनता चूने ।,1
सुशील सर मान्नुपर्छ जंगली कम्युनिस्ट सङ्ग डराउनु हुन्न ।,0
पत्रकार शुसिल सर हुनुपर्छ सवैलार्इ न्यायोचित प्रश्न ।,0
छि छि फता ऋाषि ।,1
प्रस्न गर्नुस् नेता भनाउदा पाइनट मै पिसाब आवोश !,1
"पाठक नेता फेरि आज गाली गर्यो हामी social media users , झोले होस ।",1
लाजसरम नमानी झुट बोल्न सक्ने स्वार्थी नेता पाठक सुन्न पत्रकार सुशील जि प्रस्न सुन्न मन लाग्छ ।,1
हामी जन्ता सोचे गणतन्त्र आएन नेता ज्यु गणतन्त्र हजुर हरु हजुर हरु कार्यक्रता आ ।,1
टपरे बाहुन हरु भारत गाना गाएर कम्युनिस्ट सरकार चलाउन सक्छन ।,1
सुशील पान्दे is awesome ✌✌ ।,0
अहिले गुहु खाने कुकुर नेता हरु देश रहुन जेल लोकतन्त्र संकट मै ।,2
कम्युनिस्ट जति शिक्षित जंगली रहेछन ।,1
सुर्य पाठक डाक्टर प्रेम सर ठिक पार्नुपर्छ सुशील जी चलाए कार्यक्रम हेरियो पाठक अनुहार हेर्दा आगो बलेर आउँछ ।,1
लुट्तन्त्र बिरोध लुटतन्त्र अटाउन्नन ।,1
शुशिल जि धन्यवाद प्रश्न सोध्नु ।,0
ब्यवस्था काम नेता जति हेर मात्रै पानी बिना माछा झै छौ दिन टाढा ।,1
गधा नेता हरु जति दुध नुहाएर गाई बन्न खोजे यिनि हरु कर्यसैली नियत प्रष्ट सङ जनता बुझिसके आगामी चुनाव देखाइ दिनेछन् यिनि हरु औकात ।,1
कुकुर बोले तेहि ।,2
गु खा देशी कुकुर ।,2
दिबेश झा भनाइ !,0
निर्बाचित सांसद धेरैजसो काबिल छैनन् !,1
"सूर्य पाठक जन्तु , पढे लेखे बुद्धिजीवी 1 नम्बर झोले कुकुर पो रहेछ !",2
सुशील सरकाे कार्यक्रम चाहिँ नेपाल काे नं १ कार्यक्रम हाे ।,0
राजा चाहिन्छ नेकपा दलाल माफिय बाट चलेकाे ।,1
हेरेर राजा ठिक छन ।,0
"नेता स्वार्थी हुदा लोकतन्त्र , संघीयता धर्म निरपेक्ष हामी जनता पायौं ?",1
याे पाठक जन्तु कुन दुनियाँ ।,1
सुशील जी प्रश्न शैली उत्कृष्ट छ्न ।,0
होस सुशील पाण्डे अन्तर्वार्ता सुन्दा आनन्द आउँछ ।,0
प्रस्न शैली विषय वस्तु प्रस्ट्याउने शैली ।,0
कमाउनिस्ट लूटतन्त्र अन्त्य निश्चिति ।,1
"कमाउनिस्ट पतन शुरु भो , , ️ ।",1
राम्रा प्रश्न डिस्कोर्स प्रयास पत्रकार ज्यु ।,0
खुट्टा विश्वास नगर्ने हरू सधैँ डराईरहन्छन कायर हरू ।,1
अरिङगाले प्रवृत्ति सरकार प्रस्न गर्नै नहुने ।,1
पठक भटेर आ जनता नेता झन्डे झोले ।,1
सुशील जि ठिक है प्रश्न गराई ।,0
जनता औठा छाप गवार संसद चूनेर पठायेछी यस्तै हून्छ ।,1
सुशील जि हजुर सलाम ।,0
नेकपा काे नेता लाजमर्दो गरे छन ।,1
"युबा नेता यसत बिचार , देश बिकास हाेला छि छिफ ।",1
सुशील पान्दे जि प्रस्न शैली सारही मजा ।,0
सक्नै गणतन्त्र काम ।,1
पाठक कुकुर रहेछ ।,2
जनता जागिसके बुझ पार्टी झोले ।,1
लोकतंत्र होइन लुट तंत्र ।,1
कुन जनता भौट विलछ यौ हैजा लाइ ।,1
सुशिल सर तपाइ सैली सारै मन होइन पाठक बोलि ।,0
लोकतन्त्र गणतन्त्र जानु धराप पर्नु नेता हरु झोले हरु आफै जिम्मेवार हुनुपर्छ ।,1
"शुसिल जी सुर्य पाठक लाइ लोप्पा खुवाउन सक्ने ब्यक्ती बोलाउन पर्ने , ।",1
सारो पाटि गरो अरिङ्गाल बन्नु पर्ने पाठक जि ।,1
"सुर्य पठक घाेर निन्र्दा हामि हरु जस्ता जनता नदेख्ने नेता हरु , सविधान नेता चिन्छ ।",1
"जन्ता चिन्दैन , लुटतन्त्र लुटेरा हरु कहिलेनि बद्लिदैन , सत्ता कब्जाकाे रणनिति , ठाउ कार्यकरता भरना भयकाछन ।",1
भांडतन्त्र खेल ।,1
प्रत्रका हाेस सुशील पाण्डे जस्ताे हाेस ऋिसि जि सिक्नुहास ।,0
कस्ताे दरिलाे प्रशन साेध्नुहुन्छ दाजु नमस्कार ।,0
"स्वर्गीय श्री मार्क्स श्री लेलिन जन्मभूमि हिउँ पर्दा , नेपाल कालो-काम्लो ओढ्ने लालबुझकट हरु सित होशियार !",1
"हैन dr pathak , phd copy paste पास गरे रच ।",1
याे सरकार अाफ्नाे खुट्टा अाफै बन्चरो हान्दैछ ।,1
अाफ्नाे कार्य शैलि अाफै पतन हुदैछ ।,1
पान्डे सर सामु रिशी धमला nothing ।,1
पनी गणतन्त्र धराप बन्दै गय आभास ।,1
शुशिल जी सलाम ।,0
याे सुर्य पाठाक अाफु देउता सम्झेकाे ।,1
कम्युनिष्ट होली वाइन खाएर उन्मत्त मुन नाम दानव नाजायज सन्तान हरु अन्त्य नजिक ।,1
नेता स्वार्थी हुदा सिस्टम जाँदै ढुक्क हुनुस ब्यवस्था काम लाग्दैन सुशील जि ।,1
सुशील जी क्या तरिका प्रश्न फयान भय ।,0
"खायो गुण तितो झैं , लुट मच्चाउने हरु दिन सहन नपरोस् ।",1
सुशील पान्डे सहि निडर निर्भीक पत्रकार सलुट ।,0
यही स्थिति रहे नेकपा वर्ष पतन ।,1
सुर्य पाठक तह लगाउन डाक्टर प्रेम सिंह बस्नेत ज्यु बोलाए हुन्थ्यो ।,1
हरु जस्ता भ्रष्ट नेता गोजि गरम दिन लागेपछी अराजक गणतन्त्र लोकतन्त्र धराप हरुलाइ भा जनतालाइ होइन हरु पतन हुनै ।,1
विचार लोकतन्त्र लुटतनत्र संघीयता दल नेता कार्यकर्ता कमाइ खाने व्यवस्था ।,1
धर्म निरपेक्ष होलि वाइन पिउन ।,1
बिकाश चोर हरु भा कै बा की भाड जाउ ।,2
जनता नाम बेचेर कतिदिन खन्छ्न अरिगाल् हरु ।,1
लोकतन्त्र नाम भ्रष्ट दादागिरी तंत्र देश ।,1
पाठक फेस्बुक हेर्छन lageo किनकि जनता चाहना णै थाहा ।,1
राष्ट्रघात अपराध लुट बिनाश अद्योगती केहि नदिए अपराधीक गुन्डाराज गणतन्त्र ब्रेन डेथ भइसके ।,1
राजतन्त्र आज आवश्यकता जय नेपाल i हाम्रो राज हाम्रो देस प्राण प्यारो i ।,0
राजा फेरि फर्कनु ... .,0
राजा अाउ देस बचाउ ।,0
हिन्दू राष्ट्र सहित राजतन्त्र आउनु ।,0
बहस चरण आईपुग्नु कै अपराधीक गुन्डाराज लुटेरा गणतन्त्र पतनउन्मुख प्रमाणित गर्दछ ।,1
राजतन्त्र जिन्दावाद अाउ राजा अाउ ।,0
पार्टी झोले कुलंगार ढुपौरे राजा लाखौं गुणा देश जनता प्रतिबद्ध माया उनी माटो ।,0
केवल हरू पैसा पद माया ।,1
midiyaa जति बहस गरेपनि राजा जनता फा होइनन् जङ्गल कन्दमुल खाने जंगली हरु फा ।,1
राजा फाल्दा जनता राय सहमति ।,1
"यि नेकपा होनहार बिलक्षण प्रतिभा लठुवा युवा नेता लाइ थाहा गणतन्त्र , धर्मनिरपेक्ष संघियता बिदेशी हुकुम दल दल नेता स्वार्थ भनेर ।",1
"राजा बिकास गरेन रे , अबे राजा बिकास नगरे तेरो बाउ आएर देश बिकास गरे ?",1
गणतन्त्र मुर्दावाद राजतन्त्र जिन्दाबाद नारा लगाइ मानव सागर सडक आइसके झोले कस घुसखाएर बिरोध आएकोछ यंहा भ्रष्ट तन्त्र टीम रहेछ ।,1
ज्यान जाला राजा अनिवार्य अाउनु ।,0
mr नगेन्द्र शाही बिदेशी दास हरु गुलामी दारु जुठो हड्डी चुसेर जन्मभूमि जननी घात पुर्याउन कति झुठ बोल्नु ?,1
राजतन्त्र आज आवश्यकता जय नेपाल i हाम्रो राज हाम्रो देस प्राण प्यारो i नेपाली हामी रहौला कहाँ नेपालै नरहे ।,0
prtek nepalilai thaha xa raja sabka sajha hun vane koli pracnde ka paltan vaneka luteraka giroha hun ।,0
फापर ढीडो पेटभरी खान नपाय तँ नांगो काली कोटे चोर काठमाण्डु आयर भात खान पयोहोलास तँ भात लागे रहेछ ?,2
हगे गु खा !,1
देश राजा आवश्यकता ।,0
ने पा झोले मुख हात्ती गेडा कोच्दीउ गणतन्त्र मुरादाबाद राजातन्त्र कति रमाईलो गण तन्त्र तनाव तनाव ।,2
जनमत संग्रह गरना सकने तेस हिकमत भनेर सोद्नु नेपाल स्याल हरु रजाइँ नेपाल राजा आउनु परछ जन्ता सोच्नु ।,1
तेरो संबीधान जन्ता ढेल पुछेर फाली दीन्छन् ।,1
"पार्टी भतुवा देश इतिहास बिर्सेर कुरो गर्दैछ , राजा देश बनाय भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो , देश खोक्रो बनाइ सके यस्तै गद्दार नेता हरू गर्दा , राजा फालेर आफु काम सक्नुपर्छ अनि पो सुहाउछ ।",1
राजा आउ देश बचाउ जय देश जय नरेश ।,0
राजा पाला उधोग बेचेर खाये डा चोर भरस्ट हरु अझ बोल्छ कालोकोटे ।,2
"जस जेसु कै भनोस लोकतन्त्र गणतन्त्र सर्बसाधारण जनता पक्ष काम गरे केबल नेता हरु श्रीमती , छोराछोरी , बुहारी झोला बोक्ने झोले हरु मात्रै फाइदा पुर्याए !",1
अहिले ब्यबस्था राजसस्था उत्तम !,0
हाम्रो देश राजा नाम शासन बिभिन्न दल हरू भारत आड पार्टि जन्माएर चाणक्यनिति शासन हाम्रो देश बिकाश कहिल्यै हुदैन ।,1
नगेन्द्र शाही आतंककारी प्रचन्डे उखाने ओली भाडा तत्तु गलत छुट्ट्याउन सक्दैनस ?,1
नेपाल संविधान कस् भन्यो बोल्न पाइदैन देसै टुक्र्‍याउने ck raut खुला बोल्दा गर्यौ ।,1
राजतंत्र जिन्दा बात गणतंत्र मृदा बात राजतंत्र जिन्दा बात ।,1
नगेन्द्र शाही बोले दिमाख तातियो ।,1
मुजि केपि चम्चा लाइ गोलि खाना मन लायो !,5
इतिहास बिरसेर नेताकाे चाकरी बाेलने साहि तिमराे ५ साल हाे ।,1
राजा आऊ छिटो भनदा छिटो जयहोस ।,0
गणतन्त्र मृदा बात राजतन्त्र जिन्दाबाद बात ।,1
ngo ingo खोल ओडेर ठुलो 2 नेकपा नेता भनौदो बोले ।,1
राजा बीन देस सान्ती आउदैन जस् जति धाक लाउस जा ।,0
झुट खेती हरु तिमरु कुरो पत्याउने जति तिमर भरौटे मात्रै खात ?,1
आन्दोलन घाइते हरु पाय रोइरहे सडक मा. ।,1
दूध कम दिइकाे निउ १ गाइ लाइ पाखा लगाइ ८०० गाेरू पालियाे बिचरा गाेठालाे लाइ थाहा गाेरू भनेकाे साडेहरूकाे हुल पाे परेछन् ।,1
जय देश जय नरेश !,0
नेकपा खाते डुकृन्छ ।,2
"मदन जि कार्यक्रम चलाउने तरिका प्रसम्सा लाएक , आज भाग chutako ।",0
श्रि ५ ज्ञानेन्द्र शाह का्े जय जय राजतन्त्र लयाऊनु नेपाली जन्ता जय हाेस पशुपतिनाथ ।,0
नेकपा भतुवा भुकीरा ।,1
गफ होइन काम देखाउन सक्नुहुन्छ pokhal sir ।,0
पत्रकार प्रस्न सोद्ने शैली सारै मन पर्यो ठिक छ.. .,0
सुशील सर पत्रकारीता मन छोयो !,0
सुशील दाई हजुर एक्दम निष्ठावान पत्रकार हुनुन्छ हजुर हृदय धन्यवाद ।,0
निर्दोष शालिकराम मारेर निडर सहासिक जनता हिरो रबि लामिछाने फसाउने षड्यन्त्र हुदैछ सत्य तथ्य अाउनु शालिकराम रबि न्याय पाउनै वास्तविक हत्यारा पत्ता लगाउनै ।,0
सुसिल पान्डे रबि हिरो प्रहरी प्रबक्ता अक बक्क पार्नु भय बधाइ ।,0
सुशील पान्डे एउ टा शाहासिक पत्रकार ।,0
सुशील सर चाहिँ तथ्य पुर्यायर नडराइ ढुक्क प्रश्न गरेकाे सारै मन ।,0
नेपाल पुलिस चोर चोर नेपाल पुलिस निलो रङ बड्दि् लगाय गुन्डा ।,2
"धन्येबाद एभिन्वुज कार्येक्रम सन्चालक ज्यु , छान्बिन प्रक्र्ये भिडियो प्रसारण मिडिया नखोजि रबिलामिछाने लाइ हिरासत लाने वाआअ एस्लाइ प्रहरी कालो कर्तुत अथबा भर्स्त हरु दबाब कारण कस्तो न्याए ?",0
"सुशील सरकाे बाेल्ने अनि प्रश्न साेध्ने शैली लाजवाफ , , क्या घुमाएर मिलाएर गर्नुहुन्छ , , , याे एउ टा कला अनि तरिका हाे , , , तेस्तै तेस्तै काे पसिना अाउछ , , , तेसै मन सुशील सर , , , नछाेडनु हाेला यस्ता काचुली गाेवन हरुलाइ , यस्तै डसिराख्नु ल ।",0
यस् सहि उत्तर दिदै दिन्न जति र्याखर्याक्ती पारे बहुप्रतिभा धनी पत्रकार सुशील सर ।,0
विश्वराज पुराण लगाएर बस्नलायक मान्छे घुस ख्वाएर पुलिस छिरे ।,1
dig अनुहार हेर्ना मन लाग्धैना अस्ति ज्ञानेन्द्र साई माथी कुटपिट भा एसै dig इसारा अहिले रवि सर पुलिस फसाउने ठूलो चक्र्विउ रचे प्रस्ट ।,1
डिआइजी कहिले सहि उत्तर दिदैन पुलिस मध्ये झुटो बोल्ने पुलिस ।,1
"रबि जन्ता बिश्वास परे पत्रकार सुशील जि , हेरे छ्न ।",0
नेपाल प्रहरी प्रचण्ड आदेश रबि फँसाउन खोजे points हरु छन ।,1
यदी सरकार डगमगाउछ ठुलो बिडम्बिना ।,1
"सुशील पाण्डे जिन्दाबाद नेपाल हिरो कुलमान , रबि , अपिल , सुशील ।",0
party झो हरु रैछ तेहि भएर होला पत्राकार सोधे प्रस्न ठिक उत्तर दिन नसके ।,1
पुलिस पहिला ठिक अहिले ठिक बोलाउनु हुदैन ?,1
इ दुबै जना पाटी झो ।,1
"अाउनु भाे नेपाली सच्चा पत्रकार , , सुशील सर ।",0
प्रश्न सोधाई चाँहि शुशिल सर साह्रै असल ।,0
नेपाल सोझो मान्छे हरु बज्नै गरो भो ।,1
